product_id,granularity,ts,unix_ts,open,high,low,close,volume,ingestion_batch_id,ingestion_ts,source,_source_window_start,_source_window_end,prev_close,return_simple,return_log,vol_30d,vol_30d_ann,median_return,abs_deviation,mad,z_score,is_anomaly
BTC-USD,86400,2024-02-08T00:00:00.000Z,1707350400,44345.94,45637.38,44335,45305.2,19283.80580787,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,44343.61,0.021684973325356127,0.021453198985655404,0.014831305646333774,0.28335169651665193,0.0005036881194901219,0.020949510866165283,0.012143341575620081,1.1636213481099797,false
BTC-USD,86400,2024-02-09T00:00:00.000Z,1707436800,45304.83,48230.02,45252.93,47160.41,22108.85067543,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,45305.2,0.040949162568535424,0.040132953251628405,0.01710251236932559,0.32674304003325183,0.0005036881194901219,0.03962926513213828,0.012143341575620081,2.201171149639707,false
BTC-USD,86400,2024-02-10T00:00:00.000Z,1707523200,47157.01,48179.43,46889.53,47767.06,5663.309891,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,47160.41,0.012863543807188904,0.012781511165555082,0.016398339162896,0.3132898298141827,0.0005036881194901219,0.012277823046064961,0.012143341575620081,0.6819604092901198,false
BTC-USD,86400,2024-02-11T00:00:00.000Z,1707609600,47767.06,48614,47590.3,48316.3,5243.1260706,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,47767.06,0.011498300293131036,0.011432697241780707,0.015760806486717405,0.30110978513789616,0.0005036881194901219,0.010929009122290586,0.012143341575620081,0.607041778188966,false
BTC-USD,86400,2024-02-12T00:00:00.000Z,1707696000,48321.14,50363.42,47715.67,49941.81,18545.08725852,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,48316.3,0.03364309767097229,0.03308954984001104,0.016320573739585013,0.3118041234879193,0.0005036881194901219,0.03258586172052092,0.012143341575620081,1.8099517734228892,false
BTC-USD,86400,2024-02-13T00:00:00.000Z,1707782400,49941.95,50423.42,48327.81,49725.36,20471.56790372,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,49941.81,-0.004334043960360967,-0.004343463154205136,0.016256520137906943,0.31058038114612696,0.0005036881194901219,0.004847151273695258,0.012143341575620081,-0.2692305675117037,false
BTC-USD,86400,2024-02-14T00:00:00.000Z,1707868800,49724.55,52111,49253.92,51858.59,20249.94369733,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,49725.36,0.042900242451738846,0.04200552662341796,0.01749686480596853,0.33427713275663073,0.0005036881194901219,0.041501838503927836,0.012143341575620081,2.305181518437184,false
BTC-USD,86400,2024-02-15T00:00:00.000Z,1707955200,51858.51,52890,51353.49,51934.29,18465.04404385,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,51858.59,0.0014597388783614829,0.0014586744952533488,0.017167632785840426,0.3279871638438828,0.0005036881194901219,0.000954986375763227,0.012143341575620081,0.05304384150500589,false
BTC-USD,86400,2024-02-16T00:00:00.000Z,1708041600,51935.23,52608.2,51597.87,52162.64,13816.27351282,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,51934.29,0.0043969023163694665,0.004387264183006009,0.016769210645176752,0.3203753195343594,0.0005036881194901219,0.003883576063515887,0.012143341575620081,0.2157096670841361,false
BTC-USD,86400,2024-02-17T00:00:00.000Z,1708128000,52162.65,52214.05,50642.36,51666.22,5387.3486576,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,52162.64,-0.009516772924069716,-0.009562346782033148,0.016979311706575476,0.324389294676325,0.0005036881194901219,0.010066034901523269,0.012143341575620081,-0.559108667360339,false
BTC-USD,86400,2024-02-18T00:00:00.000Z,1708214400,51666.23,52400,51174.38,52153.63,3997.17143898,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,51666.22,0.009433823492409399,0.009389602875020199,0.016550619436151083,0.3161991403497331,0.0005036881194901219,0.008885914755530078,0.012143341575620081,0.4935599772746834,false
BTC-USD,86400,2024-02-19T00:00:00.000Z,1708300800,52153.63,52501.01,51687.98,51787.05,6009.01451962,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,52153.63,-0.007028849190363062,-0.007053667917269164,0.01656872689044414,0.31654508277826127,0.0005036881194901219,0.007557356036759286,0.012143341575620081,-0.4197664029399184,false
BTC-USD,86400,2024-02-20T00:00:00.000Z,1708387200,51787.05,53000,50764.01,52277.52,15888.87599974,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,51787.05,0.009470900543668614,0.009426332742281357,0.016187790156647543,0.3092672966978793,0.0005036881194901219,0.008922644622791236,0.012143341575620081,0.49560010403140675,false
BTC-USD,86400,2024-02-21T00:00:00.000Z,1708473600,52277.53,52394.91,50628.6,51851.67,13735.03407249,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,52277.52,-0.008145948774922696,-0.008179308302495752,0.01623721828085292,0.31021161968489097,0.0005036881194901219,0.008682996421985873,0.012143341575620081,-0.4822890647295946,false
BTC-USD,86400,2024-02-22T00:00:00.000Z,1708560000,51851.46,52076,50905.65,51258.7,13104.51408087,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,51851.67,-0.011435890107300284,-0.011501782740871078,0.016403054840737903,0.31337992271285203,0.0005036881194901219,0.0120054708603612,0.012143341575620081,-0.6668328571714139,false
BTC-USD,86400,2024-02-23T00:00:00.000Z,1708646400,51260.29,51512.68,50513.01,50747.05,11679.16625824,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,51258.7,-0.009981720176282183,-0.010031871555565805,0.01645340324259059,0.3143418275796287,0.0005036881194901219,0.010535559675055926,0.012143341575620081,-0.5851879898533282,false
BTC-USD,86400,2024-02-24T00:00:00.000Z,1708732800,50746.98,51696.19,50576.55,51570.65,3448.96576791,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,50747.05,0.016229514819088076,0.016099224057122222,0.016223631597981642,0.3099520464731042,0.0005036881194901219,0.015595535937632101,0.012143341575620081,0.866239725985874,false
BTC-USD,86400,2024-02-25T00:00:00.000Z,1708819200,51568.63,51967.82,51275.01,51731,3617.40106809,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,51570.65,0.003109326719752392,0.0031045027603511925,0.01594273614536586,0.30458554638602864,0.0005036881194901219,0.0026008146408610707,0.012143341575620081,0.14445986151737272,false
BTC-USD,86400,2024-02-26T00:00:00.000Z,1708905600,51730.96,54980,50901.23,54533.48,22422.38763854,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,51731,0.05417409290367492,0.05275761001242292,0.017776232049174192,0.3396144364439209,0.0005036881194901219,0.0522539218929328,0.012143341575620081,2.902396119199604,false
BTC-USD,86400,2024-02-27T00:00:00.000Z,1708992000,54530.32,57646.81,54490.8,57077.07,28791.48651731,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,54533.48,0.04664272296578176,0.04558763484304699,0.018702324644309713,0.35730741063112775,0.0005036881194901219,0.04508394672355687,0.012143341575620081,2.5041464308988157,false
BTC-USD,86400,2024-02-28T00:00:00.000Z,1709078400,57077.08,64100,56723.48,62518.9,48265.6721171,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,57077.07,0.09534178961884354,0.09106645120217167,0.023616122882309527,0.4511853941532299,0.0005036881194901219,0.09056276308268155,0.012143341575620081,5.030225533190413,true
BTC-USD,86400,2024-02-29T00:00:00.000Z,1709164800,62520.06,63675.48,60355.61,61179.03,36825.89535085,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,62518.9,-0.021431439132806318,-0.021664427286151297,0.024133568609792128,0.46107118089606675,0.0005036881194901219,0.02216811540564142,0.012143341575620081,-1.231307618500584,false
BTC-USD,86400,2024-03-01T00:00:00.000Z,1709251200,61179.03,63267.18,60788.33,62436.72,24696.65692545,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,61179.03,0.020557534174700187,0.020349080095707843,0.023847262266313278,0.4556013058842019,0.0005036881194901219,0.01984539197621772,0.012143341575620081,1.1022940780175088,false
BTC-USD,86400,2024-03-02T00:00:00.000Z,1709337600,62439.74,62500,61623.39,62045.78,6882.38410251,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,62436.72,-0.006261379521538046,-0.006281064170015533,0.0241001948008835,0.4604335751721351,0.0005036881194901219,0.006784752289505655,0.012143341575620081,-0.37685283709690576,false
BTC-USD,86400,2024-03-03T00:00:00.000Z,1709424000,62045.78,63260,61388,63154.49,7314.17629968,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,62045.78,0.017869224949706553,0.01771144715497902,0.024048192019159604,0.4594400634222985,0.0005036881194901219,0.0172077590354889,0.012143341575620081,0.9557891778354661,false
BTC-USD,86400,2024-03-04T00:00:00.000Z,1709510400,63155.74,68602.98,62300,68360.14,40600.36656889,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,63154.49,0.0824272351815365,0.07920595940335709,0.026710711346838126,0.5103074237542984,0.0005036881194901219,0.07870227128386696,0.012143341575620081,4.37144540489283,true
BTC-USD,86400,2024-03-05T00:00:00.000Z,1709596800,68356.7,69324.58,59224.68,63800.78,65575.09537327,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,68360.14,-0.06669617704118225,-0.06902449024522866,0.030538928427835954,0.5834454083930884,0.0005036881194901219,0.06952817836471879,0.012143341575620081,-3.8618788360854186,true
BTC-USD,86400,2024-03-06T00:00:00.000Z,1709683200,63802.15,67654.06,62832.39,66122.28,34655.98799427,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,63800.78,0.03638670248232079,0.035740339135587475,0.03072328016543704,0.5869674433946375,0.0005036881194901219,0.03523665101609735,0.012143341575620081,1.957187431256592,false
BTC-USD,86400,2024-03-07T00:00:00.000Z,1709769600,66115.48,68098.09,65599.63,66938.21,22228.36739914,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,66122.28,0.012339713633589211,0.012264199944217687,0.030715465083773014,0.5868181364690894,0.0005036881194901219,0.011760511824727565,0.012143341575620081,0.6532268324247414,false
BTC-USD,86400,2024-03-08T00:00:00.000Z,1709856000,66938.21,70199,66157.09,68289.16,33749.52797544,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,66938.21,0.020182045501366153,0.019981087352967993,0.030621825131362062,0.5850291476902127,0.0005036881194901219,0.019477399233477872,0.012143341575620081,1.0818542589622004,false
BTC-USD,86400,2024-03-09T00:00:00.000Z,1709942400,68289.16,68700.41,68047.62,68480,9005.50992187,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,68289.16,0.002794587017910244,0.0027906894193735414,0.03066298295742556,0.5858154668530784,0.0005036881194901219,0.0022870012998834196,0.012143341575620081,0.12702938759289242,false
BTC-USD,86400,2024-03-10T00:00:00.000Z,1710028800,68480.01,70000,68221.13,69032.12,12163.05713369,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,68480,0.008062499999999861,0.00803017169526412,0.030268891044459716,0.5782863514275617,0.0005036881194901219,0.0075264835757739975,0.012143341575620081,0.41805162043732574,false
BTC-USD,86400,2024-03-11T00:00:00.000Z,1710115200,69032.8,72943.98,67112.21,72110.98,32332.72583229,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,69032.12,0.04460039761201018,0.04363441765564862,0.030791363228536137,0.5882681684887865,0.0005036881194901219,0.0431307295361585,0.012143341575620081,2.3956567753993743,false
BTC-USD,86400,2024-03-12T00:00:00.000Z,1710201600,72110.98,73027.63,68603,71475.93,29420.19277654,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,72110.98,-0.008806564548145102,-0.008845571518176049,0.031064873622871626,0.5934935772355245,0.0005036881194901219,0.00934925963766617,0.012143341575620081,-0.5192960433735742,false
BTC-USD,86400,2024-03-13T00:00:00.000Z,1710288000,71473.43,73709.99,71337.3,73135.04,21455.92195688,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,71475.93,0.023212149880386335,0.022946845606431253,0.03089401332704689,0.5902292958671986,0.0005036881194901219,0.02244315748694113,0.012143341575620081,1.246584578400676,false
BTC-USD,86400,2024-03-14T00:00:00.000Z,1710374400,73135.04,73835.57,68454.47,71364.58,34226.602618,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,73135.04,-0.02420809505265864,-0.024505927446102575,0.03149144159233316,0.6016431468492063,0.0005036881194901219,0.025009615565592697,0.012143341575620081,-1.389136136211578,false
BTC-USD,86400,2024-03-15T00:00:00.000Z,1710460800,71364.58,72414.96,65565.7,69506.88,40195.84231178,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,71364.58,-0.026031120760466875,-0.026375927349514626,0.03172184821114792,0.6060450591208996,0.0005036881194901219,0.026879615469004747,0.012143341575620081,-1.4930035640706307,false
BTC-USD,86400,2024-03-16T00:00:00.000Z,1710547200,69514.87,70050,64774.05,65254.22,16532.825303,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,69506.88,-0.06118329581186788,-0.06313502203602701,0.034385312024511734,0.6569304638265806,0.0005036881194901219,0.06363871015551714,0.012143341575620081,-3.534753731302649,true
BTC-USD,86400,2024-03-17T00:00:00.000Z,1710633600,65254.22,68877.82,64505,68343.64,12631.85084112,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,65254.22,0.04734437098474231,0.04625778992399016,0.03509245741128134,0.6704404574713156,0.0005036881194901219,0.04575410180450004,0.012143341575620081,2.5413695796258478,false
BTC-USD,86400,2024-03-18T00:00:00.000Z,1710720000,68354.29,68933.71,66562.65,67613.04,20057.37580028,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,68343.64,-0.01069009493787576,-0.010747644510496932,0.03511474429601655,0.6708662478063259,0.0005036881194901219,0.011251332629987053,0.012143341575620081,-0.6249449415109818,false
BTC-USD,86400,2024-03-19T00:00:00.000Z,1710806400,67609.39,68136.39,61506,61906.27,40111.97553957,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,67613.04,-0.08440339319160917,-0.08817939688657461,0.03933855978111301,0.7515621293433123,0.0005036881194901219,0.08868308500606474,0.012143341575620081,-4.925820540085866,true
BTC-USD,86400,2024-03-20T00:00:00.000Z,1710892800,61902.57,68150,60771.14,67858.8,38590.78345488,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,61906.27,0.09615391138894336,0.09180760876584128,0.04226411485049641,0.8074547804645298,0.0005036881194901219,0.09130392064635115,0.012143341575620081,5.071392449635799,true
BTC-USD,86400,2024-03-21T00:00:00.000Z,1710979200,67855.88,68234.56,64525,65484.7,18523.96247162,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,67858.8,-0.03498588245002865,-0.03561254816469993,0.04304158187628598,0.8223082671363311,0.0005036881194901219,0.03611623628419005,0.012143341575620081,-2.0060431874589346,false
BTC-USD,86400,2024-03-22T00:00:00.000Z,1711065600,65478.98,66651.1,62258.36,63814.56,17807.65930238,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,65484.7,-0.02550427809854816,-0.025835150088845522,0.04338283875734179,0.8288279706945306,0.0005036881194901219,0.026338838208335644,0.012143341575620081,-1.462966587593853,false
BTC-USD,86400,2024-03-23T00:00:00.000Z,1711152000,63814.56,66029.09,63013.19,63998.86,7395.08270425,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,63814.56,0.0028880556412205216,0.0028838932208024855,0.0432515041047626,0.8263188256801172,0.0005036881194901219,0.0023802051013123637,0.012143341575620081,0.13220630717638887,false
BTC-USD,86400,2024-03-24T00:00:00.000Z,1711238400,63998.87,67637.6,63785.57,67204.93,6535.8276512,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,63998.86,0.050095736080298714,0.04888133723237409,0.043767135954422054,0.836169958335801,0.0005036881194901219,0.04837764911288397,0.012143341575620081,2.687092106290778,false
BTC-USD,86400,2024-03-25T00:00:00.000Z,1711324800,67212.69,71269.92,66381.84,69890.28,22228.13803338,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,67204.93,0.039957634060477476,0.03917997584321823,0.04409129113448141,0.842362934355224,0.0005036881194901219,0.03867628772372811,0.012143341575620081,2.1482388943819695,false
BTC-USD,86400,2024-03-26T00:00:00.000Z,1711411200,69895.6,71582.96,69269.69,69992.4,15697.73440865,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,69890.28,0.0014611473870185243,0.001460080949863414,0.04410135055758949,0.8425551193638554,0.0005036881194901219,0.0009563928303732921,0.012143341575620081,0.05312196173510934,false
BTC-USD,86400,2024-03-27T00:00:00.000Z,1711497600,69994.9,71789.85,68369.62,69435.96,18703.73738295,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,69992.4,-0.007950006000651322,-0.007981775790396526,0.043464028889774596,0.8303791059966968,0.0005036881194901219,0.008485463909886647,0.012143341575620081,-0.4713173026921487,false
BTC-USD,86400,2024-03-28T00:00:00.000Z,1711584000,69437.16,71635.99,68841.01,70801.18,15224.17928189,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,69435.96,0.0196615701719971,0.0194707782913665,0.0429447572298499,0.8204584348635353,0.0005036881194901219,0.01896709017187638,0.012143341575620081,1.0535096106309356,false
BTC-USD,86400,2024-03-29T00:00:00.000Z,1711670400,70804.06,70941.7,69036.95,69903.75,7365.03204354,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,70801.18,-0.012675353715856041,-0.012756371358025358,0.04003663666897562,0.7648988695596958,0.0005036881194901219,0.01326005947751548,0.012143341575620081,-0.736517830121034,false
BTC-USD,86400,2024-03-30T00:00:00.000Z,1711756800,69903.74,70363.25,69569.03,69626.87,3262.62331859,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,69903.75,-0.003960874774243228,-0.003968739813892846,0.0397792556478268,0.7599816120550111,0.0005036881194901219,0.004472427933382968,0.012143341575620081,-0.2484169035933405,false
BTC-USD,86400,2024-03-31T00:00:00.000Z,1711843200,69623.86,71399.91,69587.86,71288.9,4424.66955382,bronze_20260126T193243Z_ff81293a,2026-01-26T19:32:44.003Z,coinbase_exchange,2024-01-27T19:32:35.735Z,2024-10-03T19:32:35.735Z,69626.87,0.023870525847277113,0.023590079020887226,0.03982868290791842,0.7609259185331526,0.0005036881194901219,0.023086390901397105,0.012143341575620081,1.2823123878784373,false
